nama_dokumen,kalimat,index,important,conjunction,length,words_in_title,position,cue_words
Riezka Yunistika Fajriatifah_Kualifikasi.txt,Tidak ada rangkuman penelitian terkait.,0,1,1,6,0.0,1,0
RizqiaCahyaningtyas_Kualifikasi.txt,Tidak ada rangkuman penelitian terkait,0,1,1,5,0.0,1,0
Fitriana Indah Pramitasari_Kualifikasi.txt,berdasarkan hasil kajian tabel 2.2 dapat dilakukan pengembangan model koperasi petani untuk produk kentang dengan tujuan ketahanan pangan dan mengoptimalkan rantai pasok.,0,1,0,23,0.3181818181818182,1,2
Fitriana Indah Pramitasari_Kualifikasi.txt,model platform koperasi petani berdasarkan economic sharing dan prinsip perkoperasian.,1,1,0,11,0.25,0.8571428571428572,0
Fitriana Indah Pramitasari_Kualifikasi.txt,peluang terbesar dalam penelitian ini seperti yang dijelaskan pada bab i adalah sebagai berikut.,2,1,1,15,0.0,0.7142857142857143,0
Fitriana Indah Pramitasari_Kualifikasi.txt,1. transportasi digital di bidang pertanian merupakan tren penting dalam praktik dan tata kelola yang berkelanjutan.,3,1,0,17,0.047619047619047616,0.5,0
Fitriana Indah Pramitasari_Kualifikasi.txt,teknologi blockchain yang terdesentralisasi dapat menjamin keamanan data yang lebih besar dan menawarkan peluang untuk menciptakan aset dan in formasi digital dengan tingkat kekekalan dan transparansi yang tinggi 2. artificial neural network adalah jenis algoritma pembelajaran mesin yang terinspirasi oleh struktur dan fungsi otak manusia.,4,1,0,40,0.0,0.5714285714285714,2
Fitriana Indah Pramitasari_Kualifikasi.txt,dalam konteks manajemen rantai pasok ann dapat digunakan untuk peramalan 25 permintaan optimalisasi inventaris perencanaan logistik dan deteksi anomali.,5,1,0,20,0.08333333333333333,0.7142857142857143,0
Fitriana Indah Pramitasari_Kualifikasi.txt,3. safety stock merupakan salah satu metode yang digunakan untuk menghindari resiko kehabisan stok.,6,1,1,15,0.0,0.8571428571428571,0
Fitriana Indah Pramitasari_Kualifikasi.txt,sehingga dalam rantai pasok inventory management yang efektif dapat memastikan layanan yang terbaik kepada pelanggan dan mempertahankan reputasi perusahaan.,7,1,0,19,0.09523809523809523,1,0
KUALIFIKASI_Riya Widayanti.txt,dalam penelitian lanjutan penerapan blockchain memperhatikan aspek governance yaitu pada permission model dan trust model dimana level skema pengkodifikasinya berada macro level yaitu tata kelola organisasi akuntabilitas dan pengeawasannya.,0,1,0,26,0.17391304347826086,1,0
KUALIFIKASI_Riya Widayanti.txt,pada level meso aspek mekanisme pengambilan keputusan insentif dan konsensus pada smartcontract.,1,1,0,12,0.0,0.5,0
KUALIFIKASI_Riya Widayanti.txt,beberapa masalah yang dirangkum pada tata kelola data pendidikan tinggi adalah masalah kertas dan penerapan teknologi digital mulai dari otoritas keaslian data akedemik adanya tuntutan pihak ketiga dalam memanfaat data akadmik pendidikan tinggi.,2,1,0,29,0.3333333333333333,0.6666666666666666,0
KUALIFIKASI_Riya Widayanti.txt,dalam trust model dalam sistem terdesentralisasi telah dilakukan penelitian pada dapps ecosystem yang dipetakan dalam arsitektur blockchain sebagai penyimpanan data.,3,1,1,19,0.11764705882352941,1,0
Kualifikasi_Remigius.txt,berdasarkan beberapa penelitian terdahulu tersebut dapat diketahui bahwa fokus penelitian sekarang berbeda dari penelitian serupa sebelumnya.,0,1,1,15,0.0,1,0
Kualifikasi_Remigius.txt,akour et al.,1,1,1,4,0.0,0.8571428571428572,0
Kualifikasi_Remigius.txt,2022 berfokus pada kerangka konseptual untuk menentukan adopsi metaverse di lembaga pendidikan tinggi seperti universitas wilayah teluk timur tengah.,2,1,1,20,0.043478260869565216,0.7142857142857143,0
Kualifikasi_Remigius.txt,talan dan kalinkara 2022 berfokus pada pendapat mahasiswa mengenai penggunaan metaverse di lingkungan pendidikan.,3,1,0,15,0.1111111111111111,0.5,0
Kualifikasi_Remigius.txt,srisawat dan piriyasurawong 2022 berfokus pada pengelolaan pembelajaran virtual metaverse berdasarkan teknik gamifikasi untuk meningkatkan pengalaman total mahasiswa .,4,1,0,19,0.13636363636363635,0.5714285714285714,1
Kualifikasi_Remigius.txt,teng cai gao zhang dan li 2022 berfokus pada faktor faktor yang mempengaruhi adopsi pembelajaran atas platform metaverse di bidang pendidikan di china.,5,1,0,22,0.08333333333333333,0.7142857142857143,0
Kualifikasi_Remigius.txt,guo dan gao 2022 berfokus pada desain pengajaran bahasa inggris situasional berbasis pengalama n didukung metaverse.,6,1,0,17,0.14285714285714285,0.8571428571428571,0
Kualifikasi_Remigius.txt,jadi dapat disimpulkan bahwa sepengetahuan peneliti penelitian terkait pengembangan sistem pembelajaran mengenai perkembangan arsitektur berbasis metaverse yang dilakukan sekarang memang sifatnya baru orisinal dan belum pernah dil akukan sebelumnya.,7,1,0,30,0.3157894736842105,1,2
Reza Al Husna_Kualifikasi.txt,2.12 roadmap penelitian gambar 2.20 menunjukkan roadmap penelitian yang terkait dengan topik penelitian yang sudah dilakukan oleh peneliti dalam periode 20 192024. gambar 2 .20 roadmap peneltian pada tahun 2019 dilakukan deteksi pada penyakit daun tanaman menggunakan ekstraksi fitur hog dan lbp serta diklasifikasikan menggunakan model svm aminul et al.,0,1,0,42,0.09375,1,0
Reza Al Husna_Kualifikasi.txt,2019. pada tahun 2021 sebuah penelitian yang mengembangkan sistem deteksi penyakit pohon ka kao dengan pendekatan feature fusion menggunakan hog dan lbp untuk ekstraksi fitur dan svm rf ann sebagai model klasifikasi rodriguez et al.,1,1,0,35,0.0967741935483871,0.8333333333333334,1
Reza Al Husna_Kualifikasi.txt,2021. pada tahun 2022 melakukan klasifikasi untuk identifikasi penyakit daun jagung menggunakan ekstraksi fit ur lbp dan knn sebagai model klasifikasi penyakit daun jagung rachmad et al.,2,1,0,24,0.041666666666666664,0.6666666666666667,0
Reza Al Husna_Kualifikasi.txt,2022. pada tahun yang sama terdapat penelitian yang mengeksplorasi model vit dalam klasifikasi penyakit tanaman yang menggabungkan fitur cnn dengan attention mechanism borhani et al 2022 .,3,1,1,25,0.08695652173913043,0.5,0
Reza Al Husna_Kualifikasi.txt,pada tahun 2023 44 melakukan deteksi digunakan lbp dan cnn untuk mendeteksi penyakit pada tanaman hosny et al.,4,1,0,18,0.1875,0.6666666666666666,0
Reza Al Husna_Kualifikasi.txt,2023. pada tahun 2024 vit digunakan untuk ekstraksi fitur dan dimasukkan ke dalam encoder transformer menggunakan selfattention untuk menangkap hubungan global antar patch untuk deteksi penyakit daun tanaman barman et al.,5,1,0,30,0.16,0.8333333333333334,0
Reza Al Husna_Kualifikasi.txt,2024. pada tahun ini 2024 akan diajukan oleh peneliti pengembangan algoritma berbasis vision transformer pada deteksi penyakit tanaman kakao .,6,1,1,19,0.75,1,1
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,"Penelitian pengenalan suara digit berbahasa Indonesia telah dilakukan pada tahun 2013 oleh Dewi, Firdausillah dan Supriyanto, menggunakan toolkit yang telah tersedia dari Carnegie Mellon University, yaitu CMU-Sphinx.",0,1,0,28,0.2,1,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,"Toolkit ini berbasis Hidden Markov Model dengan ekstraksi ciri menggunakan MFCC (Lamere, et al.",1,1,1,17,0.041666666666666664,0.9166666666666667,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,2003).,2,1,1,3,0.0,0.8333333333333334,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,Data yang digunakan berjumlah 7 orang laki-laki yang mengucapkan digit 0 sampai digit 9 didalam ruangan yang bebas noise.,3,1,0,17,0.041666666666666664,0.75,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,"Dalam proses perekaman ke-7 pembicara ini diharuskan berbicara dalam kondisi yang resmi dan masing-masing mengucapkan digit sebanyak 3 kali, sehingga terdapat 210 data suara.",4,1,0,25,0.08,0.6666666666666667,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,"Untuk menguji sistem ASR yang dibuat menggunakan CMU- Sphinx ini, ketujuh pembicara yang sama mengucapkan digit ke sistem dan diharuskan mengucapkan dengan nada dan tekanan seperti pada saat mereka melakukan percakapan yang normal.",5,1,0,30,0.037037037037037035,0.5833333333333333,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,"Perbedaan intonasi, panjang pengucapan yang berbeda dan tekanan pengucapan menyebabkan sistem ASR hanya mampu mencapai tingkat akurasi 50% (Dewi, et al.",6,1,0,24,0.0,0.5,1
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,2013).,7,1,1,3,0.0,0.5833333333333334,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,"Penelitian untuk suara digit berbahasa Indonesia yang dilakukan pada tahun 2016 oleh Prakoso, Ferdiana dan Hartanto, juga menggunakan toolkit CMU- Sphinx.",8,1,0,23,0.18181818181818182,0.6666666666666666,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,"Data yang digunakan berjumlah 15 orang yang terdiri 8 orang laki-laki dan 7 orang perempuan mengucapkan digit 0 sampai digit 9 sebanyak dua kali didalam ruangan yang bebas noise, sehingga terdapat 300 data suara (Prakoso, et al.",9,1,0,34,0.0625,0.75,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,2016).,10,1,1,3,0.0,0.8333333333333334,0
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,"Untuk pengujian sistem ASR, 6 orang pembicara mengucapkan 54 digit yang disediakan dan diuji dalam kondisi noise yang berbeda-beda, tingkat akurasi dalam penelitian ini mencapai 86% (Prakoso, et al.",11,1,0,31,0.030303030303030304,0.9166666666666666,1
Proposal Disertasi Kualifikasi Adam Huda Nugraha.txt,2016).,12,1,1,3,0.0,1,0
Kualifikasi_Rama Dian Syah.txt,pada tabel 2.1 disajikan ringkasan penelitian berupa nama peneliti judul artikel metode hasil penelitian dan keterbatasan.,0,1,0,16,0.0,1,1
Kualifikasi_Rama Dian Syah.txt,hasil penelitian pada masing masing artikel berupa hasil pengujian metode yang diusulkan peneliti.,1,1,1,12,0.0,0.9090909090909091,1
Kualifikasi_Rama Dian Syah.txt,pengujian tersebut menghasilkan nila i entropi number of pixel change rate npcr unified average chang ing intensity uaci vertical correlation vc horizontal correlation hc diagonal correlation dc mean squre error mse dan peak signal noise to ratio psnr.,2,1,0,37,0.0,0.8181818181818181,1
Kualifikasi_Rama Dian Syah.txt,peneliti lone et al.,3,1,1,5,0.0,0.7272727272727273,0
Kualifikasi_Rama Dian Syah.txt,2021 metode enkripsi dan dekripsi menggunakan kombinasi dari algoritma random rmac henon map dan logistic map yang dilakukan hanya pada citra berwarna ukuran 256 x 256. penelit i sabir guleria 2021 juga melakukan penelitian hanya pada citra berwarna 512 x 512 menggunakan kombinasi algoritma rmac rp2dfrht dan arnold map .,4,1,0,35,0.06896551724137931,0.6363636363636364,0
Kualifikasi_Rama Dian Syah.txt,sedangkan peneliti benl ashram et al.,5,1,1,7,0.0,0.5,0
Kualifikasi_Rama Dian Syah.txt,2020 melakukan penelitian hanya pada citra greyscale dengan ukuran 256 x 256 menggunakan kombinasi pengacakan piksel operasi xor dan 3d chaotic map .,6,1,0,22,0.15789473684210525,0.5454545454545454,0
Kualifikasi_Rama Dian Syah.txt,penelit i ratna et al.,7,1,1,6,0.0,0.6363636363636364,0
Kualifikasi_Rama Dian Syah.txt,2021 melakukan metode enkripsi dengan menggunakan kombinasi algoritma logistic map dan 2dpsncm dengan hasil penelitian berupa nilai korelasi dan entropi tetapi tidak melakukan pengujian nilai uaci dan npcr.,8,1,0,24,0.045454545454545456,0.7272727272727273,1
Kualifikasi_Rama Dian Syah.txt,peneliti elghandour et al.,9,1,1,5,0.0,0.8181818181818182,0
Kualifikasi_Rama Dian Syah.txt,2021 melakukan enkripsi dengan kombinasi metode logistic map dan 2dpsncm dengan hasil pengujian npcr uaci korelasi dan entropi.,10,1,0,17,0.05263157894736842,0.9090909090909091,1
Kualifikasi_Rama Dian Syah.txt,dari beberapa penelitian tersebut maka pada penelitian ini dilakukan kriptografi b erbasis chaotic menggunakan algoritma cat map henon map dan logistic map pada citra digital grayscale dan berwarna dengan melakukan beberapa pengujian dari hasil enkripsi dan dekripsi hasil proses metode algoritma yang diusulkan .,11,1,0,34,0.21739130434782608,1,1
Kualifikasi Witta Listiya Ningrum.txt,pengembangan menggunakan large langu age model llm ini mampu menjembatani modalitas dengan berbagai jenis media yang digunakan seperti teks gambar video dan suara.,0,1,0,24,0.42857142857142855,1,1
Kualifikasi Witta Listiya Ningrum.txt,penelitian yang sudah dilakukan feilong 2023 dapat mengu bah multimodal gambar suara dan video kedalam bahasa asing.,1,1,0,18,0.12,0.8571428571428572,0
Kualifikasi Witta Listiya Ningrum.txt,penelitian yang dilakukan junnan 2023 menggunaka n model blip 2 dimana blip 2 ini mampu menjembatani modalitas dengan transformator kueri yang sudah dilatih .,2,1,1,21,0.034482758620689655,0.7142857142857143,0
Kualifikasi Witta Listiya Ningrum.txt,penelitian yang dilakukan chenyang 2023 mampu mengintegrasikan informasi visual audio dan tekstual menggunakan macaw llm .,3,1,0,16,0.04,0.5,0
Kualifikasi Witta Listiya Ningrum.txt,meskipun kinerja llm dalam pemrosesan dan 28 pembuatan teks sudah mengesankan ada potensi keuntungan tambahan dalam mengintegrasikan llm dengan jaringan syaraf lainnya.,4,1,0,21,0.07142857142857142,0.5714285714285714,1
Kualifikasi Witta Listiya Ningrum.txt,menurut hong fan 2021 melakukan penelitian untuk mendeteksi toksisitas menggunakan bert.,5,1,1,12,0.045454545454545456,0.7142857142857143,0
Kualifikasi Witta Listiya Ningrum.txt,hasil evaluasi dalam melakukan klasifikasi menggunakan bert menunjukkan bahwa bert memiliki kemampuan klasifikasi dan memprediksi komentar beracun dengan tingkat akurasi yang tinggi.,6,1,0,21,0.037037037037037035,0.8571428571428571,2
Kualifikasi Witta Listiya Ningrum.txt,dengan metode ini peneliti ing in melakukan pengembangan klasifikasi multimodal dengan jenis media teks image dan video mengguna kan llm agar nantinya dapat lebih efekti f dalam menangani toksisitas di lingkup sosial media.,7,1,0,32,0.38461538461538464,1,1
Yoga Panji Perdana Nugraha_Kualifikasi.txt,berdasarkan perbandingan tinnjauan pustaka di atas yang kemudian disesuaikan dengan tujuan dari penelitian ini.,0,1,1,15,0.0,1,0
Yoga Panji Perdana Nugraha_Kualifikasi.txt,maka dapat disimpulkan.,1,1,1,4,0.0,0.8,1
Yoga Panji Perdana Nugraha_Kualifikasi.txt,1. kegiatan inspeksi yang dilakukan dengan manual memiliki berbagai macam kendala dan keterbatasan.,2,1,0,14,0.0,0.5,0
Yoga Panji Perdana Nugraha_Kualifikasi.txt,2.kegiatan inspeksi yang dilakukan dengan manual membutuhkan tenaga operator ahli dengan jumlah yang banyak sehingga tidak efisien mengingat perbedaan persepsi antara operator serta human error sangat mungkin terjadi.,3,1,0,26,0.0,0.6,0
Yoga Panji Perdana Nugraha_Kualifikasi.txt,3.otomatisasi kegiatan inspeksi produk menggunakan artificial intelogence namun terkendala pemilihan algoritma karena membutuhkan eskperimen secara intensif dan komprehensif.,4,1,0,19,0.045454545454545456,0.8,0
Yoga Panji Perdana Nugraha_Kualifikasi.txt,4.informasi yang disampaikan harus dapat menjelaskan kondisi produk dengan baik dan jelas sehingga tersampaikan dengan baik ke pihak terkait.,5,1,0,18,0.07692307692307693,1,0
Kualifikasi_Nur Azizah.txt,Faster R-CNN adalah sebuah metode yang berbasis deep learning object detection yang biasa digunakan untuk pendeteksian objek yang dikembangkan dari algoritma R-CNN untuk menutupi kelemahan yang ada pada R-CNN.,0,1,1,24,0.21052631578947367,1,1
Kualifikasi_Nur Azizah.txt,"Kelebihan pada Faster R-CNN adalah Faster R-CNN menggunakan RPN, dimana RPN adalah sebuah neural network yang menggantikan peran selective search untuk mengajukan region, peran selective search digantikan karena prosesnya yang lambat dalam mengolah image yaitu sekitar 2 sekon pergambar (Ren, et al., 2017).",1,1,0,39,0.0,0.9444444444444444,0
Kualifikasi_Nur Azizah.txt,"RPN berfUngsi untuk menghasilkan beberapa bounding box dimana setiap box memiliki 2 skor probabilitas apakah pada lokasi tersebut terdapat objek atau tidak, dengan adanya RPN pemprosesan tidak dilakukan berulang ulang seperti yang dilakukan pada R-CNN dan membuat keseluruhan model dapat di-train secara end-to-end.",2,1,0,40,0.037037037037037035,0.8888888888888888,1
Kualifikasi_Nur Azizah.txt,"Cara Kerja Faster R-CNN :
1.",3,1,1,7,0.0,0.8333333333333334,0
Kualifikasi_Nur Azizah.txt,Convolution layer membuat dan mengirimkan feature map kepada RPN.,4,1,0,10,0.0,0.7777777777777778,0
Kualifikasi_Nur Azizah.txt,2.,5,1,1,2,0.0,0.7222222222222222,0
Kualifikasi_Nur Azizah.txt,RPN memproses feature map yang ada dan membuat region proposal serta membuat bounding box kebagian yang dianggap memiliki kemungkinaan terdapat objek.,6,1,0,20,0.0,0.6666666666666667,0
Kualifikasi_Nur Azizah.txt,3.,7,1,1,2,0.0,0.6111111111111112,0
Kualifikasi_Nur Azizah.txt,R-CNN melakukan klasifikasi terhadap proposal yang telah dibuat RPN dan menentukan apakah objek pada proposal merupakan objek yang ada pada model yang telah dilatih dan memberikan pelabelan pada objek.,8,1,0,21,0.058823529411764705,0.5555555555555556,0
Kualifikasi_Nur Azizah.txt,"Kelebihan Faster R-CNN :
1.",9,1,1,6,0.0,0.5,0
Kualifikasi_Nur Azizah.txt,Proses training data yang lebih cepat karena proposal region yang dibuat tidak sebesar pada R-CNN yang membuat proses pengerjaan lebih ringan.,10,1,0,18,0.0,0.5555555555555556,0
Kualifikasi_Nur Azizah.txt,2.,11,1,1,2,0.0,0.6111111111111112,0
Kualifikasi_Nur Azizah.txt,Dapat diimplementasikan untuk klasifikasi real time karena membutuhkan waktu pemprosesan yang relatif singkat yaitu sekitar 1 - 2 detik.,12,1,0,20,0.0,0.6666666666666666,0
Kualifikasi_Nur Azizah.txt,"Penjelasan arsitektur umum dari Faster R-CNN:
a) Convolutional Layer : Pada tahap ini convolutional layer mempelajari bagian bagian penting yang dapat menjadi ciri khas dari objek tersebut serta membuat feature map dari objek yang telah ditangkap kamera smartphone.",13,1,0,33,0.0,0.7222222222222222,0
Kualifikasi_Nur Azizah.txt,Convolutional adalah layer yang terdiri dari neuron yang tersusun sedemikian rupa sehingga membentuk sebuah filter dua dimensi dengan panjang dan tinggi (pixels).,14,1,0,24,0.0,0.7777777777777778,0
Kualifikasi_Nur Azizah.txt,b) Feature Map : Feautre Map adalah sebuah map yang dibuat oleh convolutional layer yang berisi informasi tentang representasi vector dari image yang ditangkap.,15,1,1,22,0.0,0.8333333333333334,0
Kualifikasi_Nur Azizah.txt,"c) RPN (Region Proposal Network) : RPN merupakan sebuah modul yang bekerja untuk mengolah feature map yang telah dibuat pada convolution layer untuk memprediksi bagian yang dianggap sebagai objek dan melakukan prediksi bounding box dari objek tersebut, RPN dibagi menjadi 2 convolution layer dimana 1 layer bertanggung jawab untuk mendeteksi letak objek dan 1 layer berfungsi memprediksi bounding box.",16,1,0,46,0.0,0.8888888888888888,0
Kualifikasi_Nur Azizah.txt,d) ROI Pooling : ROI merupakan layer yang bertanggung jawab untuk mengekstrak informasi feature map yang telah diproses oleh RPN untuk dikasifikasi pada classification layer.,17,1,1,23,0.0,0.9444444444444444,0
Kualifikasi_Nur Azizah.txt,e) Classification Layer : Classification layer merupakan layer yang berfungsi untuk mengelompokkan objek yang telah dideteksi pada RPN dan melakukan pelabelan terhadap objek tersebut serta memberikan bounding box pada objek tersebut.,18,1,0,25,0.0,1,0
Bayu Kumoro.txt,"Penulis (Shamim Ahmed Laskar, 2013), mengusulkan sistem berhubungan dengan implementasi keamanan menggunakan steganografi yaitu, menyembunyikan sejumlah besar informasi dalam suatu gambar tanpa mengganggu kejelasan dan kualitas gambar.",0,1,0,30,0.037037037037037035,1,0
Bayu Kumoro.txt,"Dengan mengacak pendekatan penyematan melalui algoritme, perkiraan statistik sampul dapat dinonaktifkan secara efektif.",1,1,1,15,0.0,0.9230769230769231,0
Bayu Kumoro.txt,Jadi penulis telah memproses embedding LSB dengan kompresi lossless.,2,1,1,10,0.06666666666666667,0.8461538461538461,0
Bayu Kumoro.txt,"Selain itu, hasil penulis menunjukkan bahwa penyisipan LSB menggunakan generator nomor acak pseudo adalah yang terbaik dalam hal kompresi lossless.",3,1,1,22,0.1,0.7692307692307692,1
Bayu Kumoro.txt,Hasil dari penelitian ini adalah membuat metode yang dapat secara efektif menyembunyikan pesan di dalam file gambar digital.,4,1,1,19,0.05555555555555555,0.6923076923076923,1
Bayu Kumoro.txt,"Dalam penelitian ini, penulis telah menginvestigasi proses steganalisis.",5,1,1,10,0.0,0.6153846153846154,0
Bayu Kumoro.txt,Penelitian ini berfokus pada pendekatan seperti meningkatkan keamanan pesan dan mengurangi tingkat distorsi.,6,1,0,14,0.0,0.5,1
Bayu Kumoro.txt,"Dengan pendekatan ini, dimungkinkan untuk menanamkan pesan ke LSB piksel merah dari gambar berwarna.",7,1,1,16,0.05555555555555555,0.5384615384615384,0
Bayu Kumoro.txt,Dalam (B.J.,8,1,1,4,0.0,0.6153846153846154,0
Bayu Kumoro.txt,"Mohd, 2012), penulis mengusulkan implementasi steganografi menggunakan teknik LSB pada perangkat keras FPGA.",9,1,1,16,0.16666666666666666,0.6923076923076923,0
Bayu Kumoro.txt,"FPGA menerima gambar sampul dan data rahasia, menerapkan teknik LSB dan menampilkan gambar stego.",10,1,0,14,0.16666666666666666,0.7692307692307693,0
Bayu Kumoro.txt,Para penulis menggunakan teknik LSB n-bit yang memungkinkan pengguna untuk memilih berapa banyak bit data rahasia yang disembunyikan per piksel.,11,1,1,20,0.10526315789473684,0.8461538461538461,0
Bayu Kumoro.txt,Jumlah bit berkisar dari 1 hingga 8 bit per piksel.,12,1,1,10,0.0,0.9230769230769231,0
Bayu Kumoro.txt,Makalah ini menunjukkan bahwa hasil PSNR (signal to noise ratio) menurun dengan meningkatnya LSB yang digunakan.,13,1,1,19,0.05,1,2
Kualifikasi_I Komang Sugiartha.txt,"Penelitian terkait yang membahas model prediksi berbasis Generative Adversarial Networks (GAN) diantaranya Saxena and Cao (2019) mengusulkan model berbasis generative adversarial network baru (bernama, D-GAN) un- tuk prediksi Spation-Temporal (ST) yang lebih akurat dengan secara implisitmempelajari representasi fitur ST dengan cara yang tidak diawasi.",0,1,1,39,0.16666666666666666,1,0
Kualifikasi_I Komang Sugiartha.txt,Lei et al.,1,1,1,4,0.0,0.9,0
Kualifikasi_I Komang Sugiartha.txt,(2019) memperkenalkan model non-linier baru GCN-GAN untuk mengatasi tugas prediksi tautan temporal yang menantang dari bobot jaringan dinamis.,2,1,1,21,0.047619047619047616,0.8,0
Kualifikasi_I Komang Sugiartha.txt,"Model yang diusulkan memanfaatkan manfaat dari graph convolutional network (GCN), long short-term memory (LSTM) serta generative adversarial network (GAN).",3,1,0,22,0.1,0.7,0
Kualifikasi_I Komang Sugiartha.txt,Selain itu Zhang et al.,4,1,1,6,0.0,0.6,0
Kualifikasi_I Komang Sugiartha.txt,(2019) juga mengusulkan arsitektur baru dari Generative Adversarial Network (GAN) dengan Multi-Layer Perceptron (MLP) se- bagai diskriminator dan Long Short-Term Memory (LSTM) sebagai generator untuk peramalan harga penutupan saham.,5,1,0,32,0.07407407407407407,0.5,0
Kualifikasi_I Komang Sugiartha.txt,"Generator dibangun dengan LS- TM untuk menambang distribusi data saham dari data pasar saham yang diberikan dan menghasilkan data dalam distribusi yang sama, sedangkan diskriminator yang dirancang oleh MLP bertujuan untuk membedakan data saham real dan data yang dihasilkan.",6,1,0,29,0.0,0.6,3
Kualifikasi_I Komang Sugiartha.txt,Lain halnya penelitian yang dilakukan oleh Polamuri et al.,7,1,1,10,0.0,0.7,0
